ID,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,pixel_ratio,area,perimeter,circularity_laplacian,bounding_box_ratio,center_mass_x,center_mass_y
139,7,255,105.6927600714775,92.0,51.09277092240722,4,226,93.3037930791797,86.0,44.67399119695223,0,255,81.02708729214623,66.0,54.12170316462339,0.024273375,582561,5024,0.29003606856946507,0.9182692307692307,2922.1954507768287,2178.400982901361
140,16,246,135.48870628695155,140.0,45.13782409308563,10,231,118.74709504163056,120.0,39.98686519375131,6,255,98.21545370906998,98.0,44.70080842469449,0.021783875,522813,4206,0.3713793102669289,1.3661971830985915,2486.9432378307347,1922.0271607630261
141,6,255,125.05788004868015,122.0,62.465725097065274,1,254,113.74758077174758,114.0,52.06538199352087,0,255,91.94302913674271,90.0,51.1614456420964,0.02043954166666667,490549,5852,0.18000460839058235,1.0476190476190477,2782.8838485044307,1422.763391628563
142,15,255,121.80815960546963,115.0,45.28569208774478,0,222,98.07513337816633,95.0,38.088761432847555,0,255,95.05364716431293,91.0,46.5350095654531,0.0185875,446100,4693,0.25453117293865873,1.3202614379084967,3854.8541761936785,1286.7907487110513
143,3,255,129.0591220750067,123.0,62.12159286752092,0,255,93.23357001683625,96.0,48.1089226899501,0,255,85.38861479149891,66.0,59.44869963125927,0.008538125,204915,2588,0.3844634602991045,1.1263157894736842,2774.7780933557815,1979.3797232999048
144,3,255,125.83404923493981,114.0,56.0829894307748,0,255,87.34908794135335,81.0,44.56803437297035,0,255,74.39354065843857,52.0,58.39094748497573,0.00873025,209526,3057,0.2817454483386588,0.7264957264957265,2695.09831238128,1942.8003589053387
145,1,255,117.02991320764612,109.0,52.96459731722072,0,255,83.19411595038939,77.0,45.2339519763806,0,255,66.36265568870127,50.0,51.82888609185121,0.007945208333333334,190685,2181,0.5037500056433446,0.8877551020408163,3409.8679130503187,1792.4502818784906
146,7,255,116.16701904049683,105.0,57.26391698462471,0,234,96.80323537648604,95.0,49.90774445280126,0,247,63.80490645936622,55.0,42.55297867015071,0.02707825,649878,4460,0.4105556014656641,1.2467532467532467,2977.917790723797,2291.549569303777
147,13,255,157.32570393290763,153.0,59.17786279284479,5,255,117.2593223547227,112.0,50.14403697910251,0,255,97.42691227541556,84.0,60.65703037710227,0.02157225,517734,3517,0.5259831283470999,0.9753086419753086,2839.599603271178,2108.9265704010168
148,5,255,115.87385542360354,117.0,50.11706451468267,0,194,65.67562657919362,60.0,40.359122872638395,0,194,42.76275395458286,33.0,29.99371559975711,0.028808875,691413,3921,0.5651369720027327,0.7696335078534031,2651.625757687518,2558.0330338017943
149,12,255,137.95081814801043,128.0,55.827605178291066,6,255,119.98275654627787,120.0,51.80945675873337,5,255,99.60025594469845,83.0,54.23664419298306,0.015237666666666667,365704,4094,0.2741851300943977,1.0180722891566265,3510.4928767527836,1984.5422882987334
150,0,255,94.96780146944973,90.0,48.1940332225526,3,254,75.7620810045402,69.0,46.18582690655675,0,255,81.74230436889081,69.0,62.425271889919486,0.01668425,400422,4958,0.20469854214452962,1.2781862745098038,2467.453424137535,2361.7002637217734
151,4,255,109.49046994933762,96.0,60.99285567103733,0,255,79.07836505119133,64.0,54.54797199860022,0,255,73.02051767305726,52.0,59.051245796830145,0.014178833333333333,340292,2909,0.505328928346442,0.746268656716418,2953.9376946857406,1991.689742926663
152,13,255,120.14220075266617,120.0,55.85280406157719,0,255,91.61228312527003,90.0,49.7397340953076,0,255,83.14025086977284,75.0,49.089152147852374,0.029318,703632,5114,0.33809130273714694,0.8432432432432433,3121.807215987903,1681.0898651567866
153,1,255,136.1415053392223,142.0,57.019933310864744,0,255,109.03438441650061,113.0,51.974692658105575,0,255,94.96329026681727,92.0,49.82639663955833,0.033310875,799461,6061,0.27347559661952636,0.920114122681883,2655.211585055431,1632.6337257227058
155,13,255,167.42652187907282,195.0,69.89839813034867,2,255,162.11003646072425,182.0,73.43644799634636,9,255,165.43121797814467,198.0,76.83178541206327,0.007896625,189519,2631,0.34404949443667887,0.7175572519083969,2968.0400065428794,1978.6235522559743
156,3,205,81.81652542716064,81.0,47.470651777928104,3,182,68.39214008223298,62.0,43.55084321842397,0,157,56.903931038765045,45.0,38.911623267216505,0.015433791666666667,370411,3276,0.43371650871464074,0.6946107784431138,3282.620502630861,2129.6857193765845
157,10,255,112.33582539610788,122.0,57.544007292611106,0,251,75.77551479416502,77.0,45.015250931473545,0,255,106.80425638882794,111.0,64.2242621386703,0.037792208333333334,907013,5976,0.31915540088843114,1.092511013215859,3095.8432944180513,1694.1121340046946
158,2,212,80.91494549528102,76.0,43.57216240457162,0,191,57.68113301727727,51.0,35.75178268175695,0,230,69.70647960932342,54.0,49.25092875093723,0.018113875,434733,4449,0.2759990966923829,1.0057142857142858,3588.377015317448,1159.5076541233354
159,5,219,79.10277353833399,81.0,39.786265146535015,0,187,57.24623066342585,53.0,33.86661800995795,0,236,71.92585118610216,66.0,47.75084842175193,0.02211375,530730,5467,0.22314407174565803,0.8468776732249786,2404.2418141051007,1658.9670435061141
160,7,255,104.82424838527375,110.0,59.93297170488015,0,255,73.118474917685,69.0,48.018417454264075,5,255,104.92131948935996,98.0,63.6514987961191,0.032661625,783879,5435,0.3334723247075683,1.1855670103092784,2201.8237853035994,1909.906763671434
161,13,245,120.70241914917592,123.0,46.47936707293691,0,219,66.45348816520672,63.0,32.47926382437013,10,255,102.70735747935608,91.0,57.81061897308479,0.021076625,505839,4718,0.2855658703750347,1.2133333333333334,3241.321584535791,2155.0537562346913
162,6,251,135.89025520944205,145.0,49.04036432688017,0,223,84.16683459873695,84.0,37.18871649103314,5,255,119.9986092386291,118.0,53.076441551313735,0.01761625,422790,4046,0.3245508970151261,1.1946308724832215,3222.279391660162,2069.4314837153197
163,12,241,123.72752156068775,126.0,41.20320942738069,7,205,84.9378581349907,83.0,31.521599776190627,10,255,101.20818482158973,99.0,43.76751388128711,0.026548125,637155,4736,0.35696987907408323,1.1529411764705881,3241.7849110499014,1573.7818929459866
164,8,237,101.31007198720553,106.0,47.749852452479914,0,222,86.93733904741688,91.0,43.82132045859385,5,255,100.83108319944762,95.0,47.84194112982383,0.034155375,819729,6335,0.25667698258283617,1.2037765538945713,3083.2965443457533,1572.7463393389767
165,8,255,125.35642958901164,119.0,44.098509096609845,3,235,111.12306467220385,107.0,42.93109882120176,0,236,94.13716299760772,97.0,36.02704334672449,0.012401,297624,3779,0.26189308372843134,1.2109375,2954.510284788861,1708.3040615004165
166,12,255,120.91628635044039,108.0,54.05079104934689,7,253,108.23168023913792,99.0,54.096165909389995,1,255,96.46914518033755,92.0,48.03639777654786,0.013548666666666667,325168,4417,0.20944156063255148,1.1349628055260361,3118.67000442848,2424.095802785022
167,6,249,109.22388267240362,102.0,52.84977647706895,3,241,95.9410764649552,85.0,47.96163318759977,6,247,95.96625257441198,89.0,42.49250435377242,0.015881458333333334,381155,4759,0.21148524643275324,1.0432432432432432,2881.0316196822814,1914.0451364930277
168,10,255,154.22360400695882,151.0,52.59988447095705,0,255,123.15572735673473,116.0,48.499472652515884,0,255,92.55566618510275,76.0,56.79161351519808,0.01920825,460998,3967,0.368115838988689,0.8719512195121951,3060.1655516943674,1868.7844741191936
169,5,255,142.42154932137663,133.0,56.91241123284534,0,255,113.20177263424355,104.0,51.690273944252326,0,255,84.43932783971563,71.0,49.36585282786132,0.024756,594144,5608,0.23740265404092845,0.668141592920354,2862.2448631981474,2207.959774061507
170,9,255,118.26632862180645,119.0,49.58754837999994,5,255,90.71182208524229,83.0,51.90278780544733,0,255,63.858932345202206,54.0,45.55320887794456,0.013032458333333333,312779,4348,0.2079066496744249,0.8835616438356164,2926.314445662912,1884.0174660063494
171,0,255,68.52016523790076,59.0,52.37043357591843,0,255,46.79159232980359,35.0,42.66623051586009,0,255,36.2142933910702,21.0,43.27647526951337,0.021322791666666667,511747,4228,0.3597453691378817,1.5245901639344261,3419.0604693334794,2155.733211919171
172,17,255,156.86754077824256,148.0,55.371278033724366,0,255,123.72046582048198,115.0,46.79927669307374,0,255,93.07091634101921,74.0,57.95059765194081,0.020887875,501309,3797,0.4369524424810248,1.1474358974358974,3390.1016518753904,2190.4612624149977
173,7,255,124.27028598563773,119.0,51.28228649027972,3,255,101.94294500922274,104.0,45.808230111256776,0,255,85.13152496600024,82.0,49.39329035673523,0.012898375,309561,3338,0.34912700294017507,0.9407894736842105,3049.148255109655,2017.16471713168
174,12,255,131.04455508958358,124.0,47.10593034280333,5,255,107.77538665463679,110.0,42.89092504826547,0,255,76.48594379746741,73.0,39.13203796857429,0.022444125,538659,5208,0.24956393997262286,1.1011904761904763,2489.0560985707098,1114.0658022979287
175,12,255,132.9325807320256,121.0,54.561150801404644,6,255,111.19901126140122,99.0,49.64671091695081,4,255,110.54690087066996,98.0,55.24892957861908,0.030173125,724155,4505,0.44838575523985724,0.8837209302325582,2827.552129033149,1924.315855031036
176,5,255,113.54348455205636,109.0,48.63051391986865,0,255,102.58855173079068,103.0,47.27074506073947,0,255,92.26676906010063,84.0,50.12022245128831,0.027643916666666667,663454,5382,0.287828168353137,1.0380952380952382,2709.9921833314743,1632.7413475538622
177,1,252,88.55858698020984,89.0,57.33113764033814,1,237,70.75316950495187,62.0,51.996420921777634,0,255,62.46699563793098,53.0,52.924003848508704,0.02409025,578166,4086,0.43517675367611725,0.8265895953757225,2667.8701324533095,2093.202381323011
178,14,255,126.30378993710106,117.0,47.453388323490984,10,255,98.99759371538732,93.0,40.26497689149171,0,255,81.6183079578271,68.0,50.34259664829166,0.026822125,643731,4254,0.4470121387977429,1.5789473684210527,3016.769016871954,1819.3892153710167
179,3,255,114.56873502629438,114.0,70.22941507207206,0,255,104.61818874100959,101.0,67.79240768398532,0,255,90.01346984490394,82.0,68.28180926492446,0.016852458333333334,404459,3637,0.38423574620249673,1.099882491186839,3072.2740698068283,2188.6179761112994
180,7,255,83.9313843923653,76.0,49.065247674860146,5,237,73.53891633550222,66.0,43.73806799722845,5,255,87.82356224641967,77.0,51.00899925583098,0.015003875,360093,7032,0.09150963411604489,0.8390243902439024,2733.7922675531045,1642.1066530035296
181,3,255,115.22291976485383,106.0,53.88855382552691,0,255,106.11590962775178,97.0,52.13828406980496,0,255,95.44573972233589,87.0,46.20760486259841,0.012524125,300579,5549,0.12267019330793812,1.0198675496688743,2811.6785603784697,1845.8164243010988
182,2,255,151.9011690352131,159.0,58.44350436674426,0,255,140.13267706400845,145.0,56.11791951446486,0,255,141.6243494264301,141.0,54.28500598755296,0.014082125,337971,4459,0.2136064468822614,0.6157635467980296,2875.4134319216737,1878.9698554017948
183,32,255,162.51115260033927,164.0,44.82998751204432,17,249,140.52751884934517,145.0,43.47809180861023,0,255,132.03773282226493,132.0,56.819067353905886,0.024415083333333334,585962,3813,0.5064606477891289,0.9574468085106383,3068.543357760401,2292.2309194111563
184,13,255,138.17811960947574,139.0,44.348026304776006,7,234,122.6260947924242,128.0,41.26628561092313,7,255,123.3544703365268,123.0,47.29543120133609,0.02372025,569286,4717,0.3215204605052529,0.9788359788359788,2776.4955734024725,1557.5015440393756
185,37,255,108.92215160745214,96.0,55.64758822542541,16,246,115.49670113089027,105.0,36.50469574630227,17,255,96.28874414617609,77.0,54.04012456726421,0.02372025,569286,4717,0.3215204605052529,0.9788359788359788,2776.4955734024725,1557.5015440393756
186,0,249,116.6574756113095,115.0,54.33799596545894,0,234,98.01789016414324,102.0,48.08528319597917,1,255,91.09003720345945,86.0,44.89987039047762,0.01897225,455334,4599,0.2705285628339047,1.2444444444444445,3148.662199616106,1586.9196875260798
187,4,255,111.39196072873857,105.0,57.96449439806421,3,245,89.17843702269042,80.0,53.69217130970048,0,255,82.04838443006282,72.0,52.4259300856933,0.0105845,254028,2975,0.36067622280017797,0.567741935483871,3015.2446305131716,2836.8101705323825
188,22,255,215.195609196402,235.0,45.71260326772408,26,255,213.3180996600244,233.0,43.73345308823929,33,255,218.4906922055375,238.0,49.949859615075816,0.037367875,896829,7290,0.21206278009605964,1.13125,2900.1028713389064,2332.061544619989
189,30,255,180.75156881466984,195.0,39.114181010794134,31,255,178.97653173263882,193.0,37.44348798685312,27,255,185.15139574764638,195.0,42.98265802530537,0.03958004166666667,949921,6900,0.2507258840655361,1.8840579710144927,3519.3250543992604,2184.5460706732456
190,0,255,79.78968796906426,82.0,61.01365562411755,0,255,68.84716827164183,66.0,53.789754225613024,0,255,71.69117726719124,68.0,57.21532692847228,0.023845125,572283,2801,0.9166308959999553,0.8209876543209876,2782.50772607259,1906.9361819239782
191,5,255,79.30273485210557,75.0,45.50559584810389,5,255,72.77605721062787,71.0,44.16331125391191,1,255,54.56003752677323,48.0,35.30209793147851,0.011769375,282465,4166,0.20452009002667035,0.9731543624161074,2414.546110137539,1944.4222930274548
192,0,255,187.3901869039007,215.0,59.43228216609491,2,255,186.92376727052581,212.0,59.43778937148673,0,255,175.94637222760923,192.0,60.31601477920724,0.0324855,779652,6582,0.2261491216993672,0.8112449799196787,3278.0069415585417,1292.6561209360073
193,10,255,191.34150183686708,216.0,56.15907398083645,8,255,190.0207799635516,213.0,57.16336629235379,5,255,181.39798587301254,195.0,57.53008189038813,0.041817125,1003611,6985,0.25848923178044453,0.8205596107055961,3229.8331754036176,2009.4844705767473
194,3,255,143.8417534775615,133.0,62.00546944355667,1,255,110.47514962414564,94.0,58.787798411555855,0,255,110.4971193507682,97.0,59.54458732030131,0.022354625,536511,5951,0.19037442041384664,0.9859154929577465,2836.9562916696955,2041.591452924544
195,0,255,104.50544736127898,91.0,55.26018241159228,0,255,77.85279228890316,61.0,54.03290208585421,0,255,70.50005141405508,55.0,50.47127486495162,0.024717625,593223,5040,0.2934720677027848,0.9028871391076115,3076.635991861408,1877.7724515064317
196,3,248,90.89539815136737,93.0,53.041251138398124,0,230,55.406790013249264,47.0,40.96563613586504,0,249,80.84584809389125,77.0,49.57126277999073,0.02660525,638526,4873,0.3379057851029499,1.0053191489361701,3242.4539157371823,1909.504911311364
197,0,255,70.34554674400529,57.0,54.463434966612915,0,255,47.20726324344135,31.0,42.63557245697926,0,255,57.570570602472785,41.0,50.80194246102847,0.023532875,564789,5583,0.22769885041653584,1.0492285084496693,2794.5895989475716,2281.5961783958255
198,0,255,63.246987866341776,53.0,50.86940109117089,0,255,40.83867838534739,27.0,38.728491175495286,0,255,50.635617837648034,34.0,47.04314940589663,0.02349525,563886,5199,0.2621570499781301,1.0210526315789474,2670.63639104358,2041.0698953334538
199,0,255,73.69627776218478,65.0,52.85636190448513,0,255,60.292046888513134,50.0,47.795556831659894,0,255,49.69278645280685,33.0,47.41897314179945,0.03651925,876462,6812,0.23735242704491502,0.907103825136612,2859.0075120199162,1886.6545771522326
200,4,255,140.88776593479687,141.0,83.31519714222995,0,230,74.5688541512185,59.0,50.70532370574052,0,255,91.14109282701041,89.0,51.53502893457467,0.028376708333333334,681041,4461,0.4300497263146772,0.7172131147540983,3004.4477777402535,2720.9670871504063
201,0,255,63.1891360732394,40.0,64.62949629182586,0,207,36.07968563572105,19.0,37.04047813066654,0,234,42.03497682518364,26.0,43.64114252310106,0.020289625,486951,5240,0.22286021855626806,1.0819672131147542,2470.7064961361616,2195.2354877595485
202,0,236,81.03563976362275,97.0,54.42810172443836,0,197,61.55434196424305,66.0,41.67281630782507,0,206,58.712988688570476,59.0,40.74911421301754,0.03662225,878934,6387,0.2707523884237923,0.8801652892561983,532.0358957555402,3229.9915807102693
203,4,255,116.18697323373888,117.0,52.12791120254571,2,255,105.4775716275338,103.0,55.33725761934386,0,255,81.30301047238946,78.0,47.65913661763992,0.06901879166666666,1656451,9027,0.2554474504740927,1.4456521739130435,2634.365260427263,1725.8142655593192
204,0,230,50.54562121343595,27.0,51.38129345712074,0,208,44.90806673029986,21.0,49.41981511081494,0,255,47.06847353771602,25.0,49.71733150876019,0.03745425,898902,5794,0.33648462825997627,0.8509520682862771,2928.024638948406,1889.2271059581578
205,0,225,61.39199133810695,47.0,49.52138228095746,0,201,57.789739724470444,39.0,49.44539632619843,0,226,50.09537653512314,34.0,45.7237634299383,0.034826875,835845,5822,0.30987833277404714,0.9069767441860465,2761.9007100598797,1594.110003649002
206,15,255,139.82972061053698,138.0,54.88564030024654,0,255,112.52731942969787,107.0,48.21922402088206,0,255,105.3281665198968,99.0,54.17174967900742,0.021623041666666665,518953,5021,0.25867678115709875,0.7793427230046949,3149.4448456796667,2309.69945833245
207,13,255,187.23241048605132,201.0,55.810176983197444,11,255,170.20538518442467,184.0,53.60535328510341,10,255,152.6855211303201,166.0,48.713515733467695,0.0633095,1519428,9209,0.22514641878569758,0.9749303621169917,2478.429084497587,2297.7221855856283
208,19,255,154.78137530442055,158.0,45.545000786744296,17,255,135.69457854665322,132.0,49.59630297516832,13,255,126.91816160734054,127.0,54.5889174672709,0.027100666666666665,650416,7222,0.15670617568022652,1.00398406374502,3271.890693033382,2111.948357666478
209,0,255,64.54610141850519,47.0,54.560804418254605,0,255,56.38186944213668,36.0,50.02751342522865,0,255,42.26043109018739,25.0,42.45119908813466,0.010833,259992,2893,0.3903668961677843,1.2251461988304093,3069.7166489738147,1593.1548701498507
210,0,255,57.092521781465216,38.0,51.851572451949025,0,255,47.9957975380267,29.0,45.87597747503047,0,255,37.495288712180376,19.0,46.786175311957855,0.012324125,295779,3380,0.3253447475527194,1.2050264550264551,3167.234800306986,1976.213118578398
211,0,255,72.60908573625528,52.0,59.91080260436272,0,255,72.53419761630143,55.0,58.760370983120765,0,255,76.91844982698962,62.0,60.87832072223988,0.013546875,325125,4549,0.19743691459859844,1.0440613026819923,3214.821696270665,1550.884336793541
212,2,255,72.45839761993112,66.0,49.4612311793315,3,255,80.8242095189735,74.0,54.57306027050572,0,255,64.79707569217949,47.0,54.522747968784735,0.006400375,153609,2026,0.4702703998309234,0.9655172413793104,2746.4772637019964,2641.298621825544
213,4,255,117.5688062732433,113.0,52.044538007603535,2,255,101.40415198669015,107.0,50.80077160448332,0,255,74.78958394499902,67.0,46.894236972789656,0.013624,326976,3308,0.37548685590874104,0.852112676056338,2978.5417584165198,1890.776405607751
214,0,255,64.95735896066915,60.0,51.624487608165715,0,255,56.20595598267782,43.0,48.01866448264922,0,255,46.81347214806905,31.0,47.15272456699813,0.03511875,842850,5040,0.41696450114593014,1.100502512562814,3096.1678982025273,2415.0396915228093
215,3,247,69.99023670862782,51.0,57.36548644777741,2,255,58.93270145373776,43.0,47.97927667830672,0,255,45.41641591051051,31.0,41.08701352174409,0.016076375,385833,3395,0.4206585074425776,1.014388489208633,2668.2484028063955,2054.1247379047413
216,0,255,115.65409906971796,119.0,67.8750974696064,0,255,94.63771851913532,94.0,62.417485793960516,0,255,84.80132395187144,72.0,62.910206918717954,0.0360285,864684,5569,0.3503586555756022,1.2475728155339805,2735.6723485111324,2677.520587867938
217,3,255,114.63219754577845,115.0,54.78655240608329,0,255,97.70836973678061,104.0,54.35260320048081,0,255,75.56213933621684,63.0,53.274533811724304,0.02317775,556266,4755,0.3091657225573182,0.8235294117647058,3275.9156141126728,2115.4732663869445
218,2,255,141.6508815048478,146.0,64.15728432171079,1,255,118.03080697634914,116.0,63.14326813498946,0,255,98.94900195029857,93.0,61.66344180726921,0.019377375,465057,4406,0.301041981645496,1.0451977401129944,2963.5350892471247,1941.9356573495293
219,0,255,89.95101642676524,80.0,63.1264385494182,0,255,74.29211327315349,62.0,57.89339780563883,0,255,65.73175591835172,48.0,58.04186816984746,0.04788425,1149222,5588,0.4624885661706075,1.055793991416309,3270.7950604843973,2130.35997048438
220,0,255,86.24564390376857,73.0,69.15306055618244,0,255,76.08669197725885,58.0,65.6711917182429,0,255,64.87893814516099,43.0,64.15181447547008,0.043416166666666665,1041988,4941,0.5363433171905934,1.4395604395604396,2873.2268711347924,2664.9122533080995
221,0,255,94.69786425972299,81.0,65.11812060350474,0,255,80.73899623346661,64.0,60.950526298198994,0,255,69.59042007836209,48.0,62.48456431326421,0.038485875,923661,5485,0.38580620381020087,0.8809523809523809,2967.398663578954,2423.23000646341
222,2,255,111.52193457831375,106.0,68.45712673465599,0,255,95.65791692101973,87.0,64.46151115597758,0,255,84.60774707545878,65.0,68.33706146630144,0.0401345,963228,6634,0.2750350405741193,0.8086642599277978,3067.6056769529123,2393.984454355563
223,18,255,143.70944972397157,139.0,59.170251111348094,14,255,136.4037462157393,131.0,57.78313120588826,0,255,125.03914045340974,125.0,58.555025218094244,0.007721125,185307,1634,0.8721628519070478,1.2337662337662338,2621.73701479167,2172.993923597058
224,11,255,136.7709760908902,136.0,47.929159340927846,12,254,127.46873238705467,123.0,43.61530415652769,0,255,106.50590867965946,104.0,47.028084772936324,0.022474,539376,4894,0.2829916049630075,1.3780385582564962,2774.7402350123107,1705.9985520304945
225,15,240,106.04824683682082,106.0,35.34583617453668,8,236,87.06307517411966,86.0,39.81264192075397,0,246,74.34414141915641,69.0,42.34972837986179,0.032730125,785523,6585,0.22764452571566574,1.4027777777777777,4122.410964414791,2532.66915163528
226,1,255,86.69796529319845,80.0,62.36405649121738,0,255,83.51525947857554,72.0,64.12619146271014,0,255,68.93429393864626,53.0,59.70833015612799,0.02533125,607950,4845,0.32545441248343243,0.759090909090909,3469.2339419360146,1903.9663344025003
227,3,255,85.493191497842,72.0,60.75422095534657,0,253,71.5519712343275,54.0,58.1498839256037,0,255,67.54166951362555,55.0,55.42551823428311,0.029271,702504,5241,0.32138850988776985,1.2849462365591398,2780.5288567751927,1717.7974474166695
228,2,255,91.38113784326517,97.0,66.08754629695328,1,255,77.06552575368046,72.0,61.519545210685585,0,255,79.05438842203549,66.0,71.49688533047811,0.0130305,312732,2773,0.5110724226366351,1.2258064516129032,3255.749072688436,1800.276971976005
229,0,255,100.58214917030786,97.0,43.770448303829205,0,250,80.20718807185271,83.0,38.25326483661868,0,236,54.82701261032478,51.0,31.026762874813027,0.026777,642648,5096,0.3109740757123197,0.8874281018898932,2811.21542430693,2036.5883018386426
230,2,234,83.8001314000977,76.0,56.36727695892045,1,223,73.2385036618804,63.0,52.23670586791476,0,255,77.43605637407516,58.0,61.88331792029773,0.026699625,640791,4848,0.34261079695441093,1.8053613053613053,3298.364524470537,1881.9280763930828
231,14,255,148.1031118003747,154.0,48.96924572875449,7,242,124.11433614764796,126.0,46.144169182798585,8,255,121.5345809111444,113.0,58.618048341468665,0.017302416666666667,415258,2899,0.6209139843955841,0.8493975903614458,2821.626632117864,1833.2507525442015
232,17,255,149.51025336641584,157.0,45.59258729260682,10,255,128.509045889228,138.0,45.699162713776026,4,255,115.63683977236253,119.0,43.149168252282095,0.008178208333333332,196277,2071,0.5750678356930663,0.7160883280757098,3027.8888764348344,1990.1214915654916
233,4,250,102.01143822331831,116.0,46.67989088401064,3,235,93.91405276611049,107.0,44.532821296517156,2,233,83.52421871989519,86.0,37.24256695383008,0.0129755,311412,3306,0.3580465631019403,0.7249757045675413,4261.43280605757,1957.4879869754539
234,7,255,121.85413279655934,123.0,55.30810218421019,8,249,112.36626785882393,120.0,46.374749547695885,4,255,93.6615647751589,92.0,40.507788826028985,0.03939170833333333,945401,7473,0.2127335350064756,1.1260454002389486,3769.783144930035,1608.1587601451658
235,2,255,83.38800893434166,82.0,53.315627175057486,0,255,80.8505595301534,75.0,54.2113083091733,1,255,71.85426705518204,54.0,58.630371507111136,0.007349916666666667,176398,2872,0.2687414460370713,1.400943396226415,3204.7164366942934,1662.827106883298
236,3,255,56.33528961919799,24.0,63.37191271586538,0,255,34.13407754031444,18.0,42.000823356111944,0,255,26.879395293908495,14.0,43.280928860738086,0.1181235,2834964,7214,0.6845499394824747,1.2160433070866141,2530.10201752121,1909.7091123555713
237,0,255,115.06090362074532,105.0,78.50006726118077,0,255,89.37359673970295,71.0,68.06048580777971,0,255,72.43051419098175,47.0,64.3949163126942,0.0686645,1647948,8084,0.3168843258047552,0.4894905593159957,3018.954042239197,1860.7563855170188
238,0,255,79.10444745225261,61.0,62.966194156943104,0,255,66.19780273607947,49.0,57.87441943081866,0,255,59.509994268398835,42.0,57.033633892618646,0.07400491666666667,1776118,11644,0.16461798678286546,0.7445790816326531,3443.221703175127,1371.4170528084283
239,2,226,92.2892798248841,98.0,51.089708861839085,0,218,72.56458039353491,72.0,46.22140892323688,0,233,59.03594012236882,53.0,42.259300490824806,0.022765875,546381,6335,0.17108511034816706,0.6253521126760564,2885.8406130520643,1662.2969539570372
240,3,236,93.43841679177447,84.0,55.59098623368496,1,231,75.83548412284344,64.0,53.8798578830738,0,245,59.99773386286765,50.0,46.70103176455515,0.02347975,563514,5549,0.2299773813597405,0.8957198443579767,2904.188062763303,1431.8246361226163
241,3,220,94.15029414052425,99.0,50.09626591515685,2,210,73.5110144061309,66.0,45.7667631402929,0,214,54.52758411763983,45.0,38.62381953425668,0.020355916666666668,488542,7555,0.10755802837745672,1.1839402427637722,3122.1672077323956,1914.5834749110618
242,2,228,86.80148716023731,87.0,55.00009038581825,0,221,67.48573662560413,54.0,50.84452357549433,0,216,45.58439727800457,35.0,38.467564629015534,0.02675120833333333,642029,7142,0.1581702560234245,1.0201342281879195,3238.357057079976,1905.4543938046413
243,2,253,88.77204061737022,92.0,53.07329191814082,0,242,70.71446885972858,69.0,46.6177875457435,2,255,81.32869701753931,80.0,51.08373586854861,0.024148125,579555,4375,0.3804945199752425,0.676056338028169,3203.2477556055937,1661.5048597630941
244,13,228,113.5008258936035,110.0,52.715141639539574,9,218,88.21972113552012,71.0,54.18640260792369,2,202,63.12108202093155,39.0,53.01093823543645,0.006230625,149535,2534,0.2926439148675523,1.0774410774410774,2956.981796903735,2439.3914334436754
245,2,255,75.54136467739264,72.0,37.890965008328806,2,255,62.234743473319284,56.0,37.473170256139106,0,248,43.95999748699233,40.0,27.608286588934888,0.007295375,175089,4315,0.1181699702590388,1.344984802431611,2299.540730714094,3122.261261415623
246,7,214,98.70078530192126,98.0,46.799467155566,7,208,75.14430089463089,70.0,43.46632570423634,0,204,55.65772702425237,47.0,38.47385902589239,0.00625025,150006,2361,0.3381633369112006,0.8309178743961353,3122.461221551138,2161.824340359719
247,7,255,89.27736596780193,82.0,52.39772591626998,2,255,65.28778763489461,52.0,46.710059840511875,0,255,56.7122331460966,46.0,39.2679592748331,0.020050375,481209,4600,0.28577744031012786,0.782051282051282,3038.643123881723,1836.0721744605773
248,5,252,79.89334044318048,60.0,54.355530201034604,4,239,60.23562033416282,37.0,52.16396028410166,0,233,57.19134376110914,31.0,51.857601448776194,0.0070325,168780,2976,0.23947765279597288,1.2871794871794873,2825.669001066477,1661.6798198838726
249,6,255,140.45174934325593,141.0,57.828557265181644,3,255,111.76824076203218,119.0,52.95813713739536,3,255,103.18029976796204,102.0,53.47460114681416,0.01195925,287022,2930,0.42013591614001294,0.9545454545454546,2647.69633338211,1717.5936722620565
250,0,255,127.06082382310984,125.0,62.59178457761771,0,255,101.6260057061341,96.0,60.36123553431987,0,255,77.42946683309557,63.0,59.83946465389906,0.023366666666666668,560800,4430,0.3590958751651745,0.7647058823529411,2481.6419721825964,1641.7268473609129
